,Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
31062206,Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,100.43431854248001
31065871,European Union,EUU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.637748718262
31069536,Heavily indebted poor countries (HIPC),HPC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,90.72705078125
31073201,High income,HIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,102.13372802734399
31076866,Latin America & Caribbean,LCN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,115.740333557129
31080531,Latin America & Caribbean (excluding high income),LAC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,116.10050964355499
31084196,Least developed countries: UN classification,LDC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,93.3768310546875
31087861,Low & middle income,LMY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,102.212768554688
31091526,Low income,LIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,92.6440887451172
31095191,Lower middle income,LMC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,102.549331665039
31098856,Middle East & North Africa,MEA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,101.495132446289
31102521,Middle East & North Africa (excluding high income),MNA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,102.30100250244101
31106186,Middle income,MIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.70848846435499
31109851,North America,NAC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,100.37500762939501
31113516,OECD members,OED,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,102.723686218262
31117181,South Asia,SAS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.73040771484399
31120846,Sub-Saharan Africa,SSF,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,92.98825073242192
31124511,Sub-Saharan Africa (excluding high income),SSA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,92.9871673583984
31128176,Upper middle income,UMC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,105.32064819335899
31131841,World,WLD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,102.205848693848
31135506,Afghanistan,AFG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,104.171371459961
31139171,Albania,ALB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,101.472358703613
31142836,Algeria,DZA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,107.744659423828
31161161,Argentina,ARG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,117.13329315185499
31164826,Armenia,ARM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,94.2990570068359
31168491,Aruba,ABW,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,111.37671661376999
31172156,Australia,AUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,102.38915252685499
31175821,Austria,AUT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,100.982490539551
31179486,Azerbaijan,AZE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,95.52696990966801
31183151,"Bahamas, The",BHS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,109.163230895996
31186816,Bahrain,BHR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,95.74597930908199
31190481,Bangladesh,BGD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,98.66104125976558
31194146,Barbados,BRB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,96.1370620727539
31197811,Belarus,BLR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,97.3019866943359
31201476,Belgium,BEL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,101.224708557129
31205141,Belize,BLZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,113.322059631348
31208806,Benin,BEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,98.54522705078129
31212471,Bermuda,BMU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,99.10472869873051
31216136,Bhutan,BTN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,94.57418823242192
31219801,Bolivia,BOL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,114.942710876465
31227131,Botswana,BWA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,107.195167541504
31230796,Brazil,BRA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,133.262161254883
31234461,British Virgin Islands,VGB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,99.450927734375
31238126,Brunei Darussalam,BRN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,112.09588623046899
31241791,Bulgaria,BGR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,101.197196960449
31245456,Burkina Faso,BFA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,58.333381652832
31249121,Burundi,BDI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,79.06214904785159
31252786,Cabo Verde,CPV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,110.214630126953
31256451,Cambodia,KHM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,130.438247680664
31260116,Cameroon,CMR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,100.340232849121
31263781,Canada,CAN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,97.0558013916016
31271111,Central African Republic,CAF,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,65.0337600708008
31274776,Chad,TCD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,71.9029083251953
31282106,Chile,CHL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,109.504722595215
31289436,Colombia,COL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,127.504409790039
31300431,"Congo, Rep.",COG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,111.852592468262
31304096,Costa Rica,CRI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,112.97103881835899
31311426,Croatia,HRV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.31878662109399
31315091,Cuba,CUB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,98.86559295654301
31322421,Cyprus,CYP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,100.857948303223
31326086,Czech Republic,CZE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,99.409080505371
31329751,Denmark,DNK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,98.812400817871
31333416,Djibouti,DJI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,43.441078186035206
31337081,Dominica,DMA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,99.39987182617192
31340746,Dominican Republic,DOM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,105.97662353515601
31344411,Ecuador,ECU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,111.72918701171899
31348076,"Egypt, Arab Rep.",EGY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,100.305068969727
31351741,El Salvador,SLV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,123.340133666992
31355406,Equatorial Guinea,GNQ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,96.2043075561523
31359071,Eritrea,ERI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,70.6319122314453
31362736,Estonia,EST,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,98.9107437133789
31366401,Ethiopia,ETH,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,79.09095764160159
31377396,Finland,FIN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,98.5617904663085
31381061,France,FRA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,108.911918640137
31392056,"Gambia, The",GMB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,90.7025680541992
31395721,Georgia,GEO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,95.0852432250977
31399386,Germany,DEU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,104.683662414551
31403051,Ghana,GHA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,90.3544464111328
31410381,Greece,GRC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,99.0832901000977
31417711,Grenada,GRD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,96.9686813354492
31425041,Guatemala,GTM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,111.487968444824
31428706,Guinea,GIN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,79.1583023071289
31432371,Guinea-Bissau,GNB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,110.798179626465
31436036,Guyana,GUY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,99.3118667602539
31443366,Honduras,HND,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,111.58718109130899
31450696,Hungary,HUN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,98.0861663818359
31454361,Iceland,ISL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,97.93224334716801
31461691,Indonesia,IDN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,107.79222869873001
31465356,"Iran, Islamic Rep.",IRN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,100.08432006835899
31472686,Ireland,IRL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,106.68602752685499
31480016,Israel,ISR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.54461669921899
31483681,Italy,ITA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,101.447708129883
31491011,Japan,JPN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,101.908241271973
31494676,Jordan,JOR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,105.54997253418001
31498341,Kazakhstan,KAZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,101.70641326904301
31502006,Kenya,KEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,107.678260803223
31505671,Kiribati,KIR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,111.980293273926
31513001,"Korea, Rep.",KOR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,111.629287719727
31520331,Kuwait,KWT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,108.707260131836
31523996,Kyrgyz Republic,KGZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,97.7388534545898
31527661,Lao PDR,LAO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,111.69384765625
31531326,Latvia,LVA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,93.6590423583984
31534991,Lebanon,LBN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.364242553711
31538656,Lesotho,LSO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,117.137733459473
31545986,Libya,LBY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,108.17106628418001
31553316,Lithuania,LTU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,94.6396484375
31556981,Luxembourg,LUX,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,100.806083679199
31560646,"Macao SAR, China",MAC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,104.580146789551
31564311,"Macedonia, FYR",MKD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,94.2943496704102
31567976,Madagascar,MDG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,138.322082519531
31571641,Malawi,MWI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,127.165977478027
31575306,Malaysia,MYS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,101.405097961426
31578971,Maldives,MDV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,116.096611022949
31582636,Mali,MLI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,73.23419189453129
31586301,Malta,MLT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,96.87091064453129
31589966,Marshall Islands,MHL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,116.049560546875
31593631,Mauritania,MRT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,90.7540817260742
31597296,Mauritius,MUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.226402282715
31600961,Mexico,MEX,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.018943786621
31604626,"Micronesia, Fed. Sts.",FSM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,111.32633972168001
31608291,Moldova,MDA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,97.8913116455078
31615621,Mongolia,MNG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,97.96661376953129
31619286,Montenegro,MNE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,112.649711608887
31622951,Morocco,MAR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,105.033081054688
31626616,Mozambique,MOZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,96.10501098632808
31630281,Myanmar,MMR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,98.285400390625
31633946,Namibia,NAM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,109.053192138672
31637611,Nauru,NRU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,125.22460174560499
31641276,Nepal,NPL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,115.321571350098
31644941,Netherlands,NLD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,106.864379882813
31652271,New Zealand,NZL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,99.6289825439453
31655936,Nicaragua,NIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,121.066848754883
31659601,Niger,NER,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,48.921169281005895
31663266,Nigeria,NGA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,100.933471679688
31670596,Norway,NOR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,98.5824737548828
31674261,Oman,OMN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,88.6903915405273
31677926,Pakistan,PAK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,88.12991333007808
31681591,Palau,PLW,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,102.20838165283199
31685256,Panama,PAN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,107.289093017578
31688921,Papua New Guinea,PNG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,58.1107788085938
31692586,Paraguay,PRY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,111.939071655273
31696251,Peru,PER,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,117.47492980956999
31699916,Philippines,PHL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,105.988388061523
31703581,Poland,POL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,96.2523727416992
31707246,Portugal,PRT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,118.335647583008
31714576,Qatar,QAT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,105.44148254394501
31718241,Romania,ROU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,108.686080932617
31721906,Russian Federation,RUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,95.2700424194335
31725571,Rwanda,RWA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,136.59811401367202
31729236,Samoa,WSM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,109.367050170898
31736566,Sao Tome and Principe,STP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,129.750442504883
31740231,Saudi Arabia,SAU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,93.0454483032227
31743896,Senegal,SEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,78.73561096191409
31747561,Serbia,SRB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,102.74709320068399
31751226,Seychelles,SYC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,109.065063476563
31765886,Slovak Republic,SVK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,98.6303329467773
31769551,Slovenia,SVN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,100.177436828613
31773216,Solomon Islands,SLB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,100.813682556152
31780546,South Africa,ZAF,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,99.5909881591797
31787876,Spain,ESP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.156723022461
31791541,Sri Lanka,LKA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,99.62741088867192
31795206,St. Kitts and Nevis,KNA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,99.1258163452148
31798871,St. Lucia,LCA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.082908630371
31806201,St. Vincent and the Grenadines,VCT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,118.17098999023399
31809866,Sudan,SDN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,61.9754219055176
31813531,Suriname,SUR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,112.44830322265601
31817196,Swaziland,SWZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.144668579102
31820861,Sweden,SWE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,95.8708267211914
31824526,Switzerland,CHE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,102.056221008301
31828191,Syrian Arab Republic,SYR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,121.30213165283199
31831856,Tajikistan,TJK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,98.9424514770508
31835521,Tanzania,TZA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.595748901367
31839186,Thailand,THA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,98.32312774658199
31842851,Timor-Leste,TLS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,94.3472213745117
31846516,Togo,TGO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,112.704147338867
31850181,Tonga,TON,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,112.008422851563
31853846,Trinidad and Tobago,TTO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,99.2607269287109
31857511,Tunisia,TUN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,111.74453735351601
31861176,Turkey,TUR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,103.15704345703101
31872171,Tuvalu,TUV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,99.51956176757808
31875836,Uganda,UGA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,122.712417602539
31879501,Ukraine,UKR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,105.902099609375
31883166,United Arab Emirates,ARE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,105.50684356689501
31886831,United Kingdom,GBR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,106.27098846435499
31890496,United States,USA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,100.70208740234399
31894161,Uruguay,URY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,113.89826965331999
31897826,Uzbekistan,UZB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,102.65422058105499
31901491,Vanuatu,VUT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,117.70635986328101
31905156,"Venezuela, RB",VEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,102.783531188965
31908821,Vietnam,VNM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,97.1614303588867
31916151,West Bank and Gaza,PSE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,88.1951675415039
31919816,"Yemen, Rep.",YEM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,87.8294677734375
31923481,Zambia,ZMB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2005-01-01,110.58689117431601
31930811,Arab World,ARB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,95.3209991455078
31934476,East Asia & Pacific,EAS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,104.015487670898
31938141,East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,104.04255676269501
31941806,Euro area,EMU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,105.262641906738
31945471,Europe & Central Asia,ECS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,101.776679992676
31949136,Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,99.44888305664058
31952801,European Union,EUU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,103.75621795654301
31956466,Heavily indebted poor countries (HIPC),HPC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,93.29290771484379
31960131,High income,HIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,102.426788330078
31963796,Latin America & Caribbean,LCN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,115.006210327148
31967461,Latin America & Caribbean (excluding high income),LAC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,115.32849884033199
31971126,Least developed countries: UN classification,LDC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,95.7684326171875
31974791,Low & middle income,LMY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,103.21917724609399
31978456,Low income,LIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,95.6045074462891
31982121,Lower middle income,LMC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,103.079208374023
31985786,Middle East & North Africa,MEA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,102.723907470703
31989451,Middle East & North Africa (excluding high income),MNA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,103.73623657226601
31993116,Middle income,MIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,104.45475769043001
31996781,North America,NAC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,101.334091186523
32000446,OECD members,OED,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,102.72589111328101
32004111,South Asia,SAS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,105.120498657227
32007776,Sub-Saharan Africa,SSF,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,94.7129287719727
32011441,Sub-Saharan Africa (excluding high income),SSA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,2006-01-01,94.7120513916016
